US009052008 43.7333 -96.6333 Minnehaha_County South_Dakota
US1GACT0072 31.9072 -81.0505 Skidaway_Island Chatham_County
US1GACU0001 33.5152 -82.0988 Martinez Columbia_County
US1GACU0002 33.4544 -82.1968 Grovetown Columbia_County
US1GACU0003 33.5418 -82.1580 Columbia_County Georgia
US1GACU0004 33.5113 -82.1369 Martinez Columbia_County
US1GACU0006 33.5293 -82.0978 Martinez Columbia_County
US1GACU0007 33.4835 -82.1615 Columbia_County Georgia
US1GACU0009 33.5298 -82.2873 Columbia_County Georgia
US1GACW0001 33.4314 -84.6863 Coweta_County Georgia
US1GACW0002 33.4273 -84.6607 Coweta_County Georgia
US1GACW0004 33.3708 -84.8865 Coweta_County Georgia
US1GACW0005 33.2229 -84.5275 Coweta_County Georgia
US1GACW0008 33.2486 -84.5536 Coweta_County Georgia
US1GACW0009 33.3840 -84.8338 Coweta_County Georgia
US1GACW0011 33.2849 -84.5945 Coweta_County Georgia
US1GACW0012 33.4136 -84.7892 Coweta_County Georgia
US1GACW0014 33.3143 -84.5368 Senoia Coweta_County
US1GACW0015 33.4459 -84.7868 Coweta_County Georgia
US1GACW0016 33.4377 -84.7781 Coweta_County Georgia
US1GACW0017 33.4413 -84.6719 Coweta_County Georgia
US1GACW0019 33.4696 -84.7423 Coweta_County Georgia
US1GACW0020 33.4630 -84.7671 Coweta_County Georgia
US1GACY0002 31.7310 -84.9654 Clay_County Georgia
US1GADC0003 30.8909 -84.5428 Bainbridge Decatur_County
US1GADD0001 34.7918 -85.4905 Dade_County Georgia
US1GADD0003 34.9318 -85.4859 Dade_County Georgia
US1GADG0002 32.2021 -83.1662 Eastman Dodge_County
US1GADG0003 32.2497 -83.1414 Dodge_County Georgia
US1GADG0004 32.0791 -83.0949 Dodge_County Georgia
US1GADG0005 32.1769 -83.1701 Eastman Dodge_County
US1GADG0007 32.2849 -83.2379 Dodge_County Georgia
US1GADH0001 31.6180 -84.1352 Lakeside Dougherty_County
US1GADH0002 31.6012 -84.2450 Albany Dougherty_County
US1GADH0004 31.4687 -84.1311 Putney Dougherty_County
US1GADH0005 31.4539 -83.9983 Dougherty_County Georgia
US1GADH0008 31.5705 -84.2736 Dougherty_County Georgia
US1GADK0001 33.8591 -84.2010 Tucker DeKalb_County
US1GADK0002 33.8580 -84.2637 DeKalb_County Georgia
US1GADK0004 33.8599 -84.3256 DeKalb_County Georgia
US1GADK0007 33.8483 -84.2747 DeKalb_County Georgia
US1GADK0008 33.8183 -84.2280 DeKalb_County Georgia
US1GADK0009 33.8453 -84.2914 DeKalb_County Georgia
US1GADK0011 33.8525 -84.2860 DeKalb_County Georgia
US1GADK0012 33.6749 -84.1374 DeKalb_County Georgia
US1GADK0013 33.7600 -84.2816 Winnona_Park Comfort_Hill
US1GADK0015 33.7794 -84.2572 DeKalb_County Georgia
US1GADK0017 33.7805 -84.2552 DeKalb_County Georgia
US1GADK0018 33.9534 -84.3286 Dunwoody DeKalb_County
US1GADK0020 33.8285 -84.2879 DeKalb_County Georgia
US1GADK0022 33.9494 -84.3439 Dunwoody DeKalb_County
US1GADK0023 33.7528 -84.3128 Atlanta Kirkwood
US1GADK0025 33.8045 -84.2475 DeKalb_County Georgia
US1GADK0027 33.7627 -84.2703 Comfort_Hill Avondale_Estates
US1GADK0028 33.7655 -84.3300 Lake_Claire Atlanta
US1GADK0030 33.8005 -84.3237 Emory_University Druid_Hills
US1GADK0032 33.7922 -84.2980 Decatur DeKalb_County
US1GADK0033 33.7826 -84.2812 Decatur_Heights Decatur
US1GADK0034 33.7964 -84.3343 Druid_Hills DeKalb_County
US1GADK0035 33.8122 -84.3377 DeKalb_County Georgia
US1GADK0036 33.9306 -84.3295 Dunwoody Dunwoody_Club_Forest
US1GADK0037 33.9432 -84.2741 Dunwoody Waterford
US1GADK0041 33.8005 -84.2691 Scottdale DeKalb_County
US1GADK0044 33.8766 -84.2840 DeKalb_County Georgia
US1GADS0001 33.6643 -84.8782 Douglas_County Georgia
US1GADS0002 33.6919 -84.7571 Douglas_County Georgia
US1GADS0003 33.7794 -84.7174 Douglas_County Georgia
US1GADS0004 33.7476 -84.7452 Salem Douglasville
US1GADS0006 33.6824 -84.8697 Douglas_County Georgia
US1GADS0007 33.6926 -84.8343 Douglas_County Georgia
US1GADS0008 33.7534 -84.6395 Douglas_County Georgia
US1GADW0002 34.5286 -84.2949 Dawson_County Georgia
US1GAEF0001 32.2719 -81.2262 Rincon Effingham_County
US1GAEF0002 32.2961 -81.4148 Effingham_County Georgia
US1GAEF0004 32.2519 -81.2418 Effingham_County Georgia
US1GAEF0006 32.3412 -81.2007 Effingham_County Georgia
US1GAEF0007 32.2864 -81.3954 Effingham_County Georgia
US1GAEF0011 32.1990 -81.3307 Effingham_County Georgia
US1GAEF0013 32.2705 -81.3921 Effingham_County Georgia
US1GAEL0001 34.1104 -82.8743 Elberton Elbert_County
US1GAEL0002 34.1715 -83.0445 Elbert_County Georgia
US1GAEL0003 34.0652 -82.6470 Elbert_County Georgia
US1GAEL0005 34.2157 -82.9663 Elbert_County Georgia
US1GAEL0006 33.9896 -82.7391 Elbert_County Georgia
US1GAEM0001 32.6006 -82.3227 Swainsboro Emanuel_County
US1GAEM0002 32.5471 -82.3169 Emanuel_County Georgia
US1GAEM0003 32.6894 -82.0951 Emanuel_County Georgia
US1GAEM0004 32.5878 -82.3510 Swainsboro Emanuel_County
US1GAER0002 31.1833 -85.0459 Early_County Georgia
US1GAEV0001 32.1932 -81.9684 Evans_County Georgia
US1GAEV0002 32.2323 -81.9655 Evans_County Georgia
US1GAEV0003 32.1986 -81.8242 Evans_County Georgia
US1GAFL0001 34.1753 -85.1402 Floyd_County Georgia
US1GAFL0002 34.1445 -85.1725 Floyd_County Georgia
US1GAFL0003 34.2536 -85.1225 Floyd_County Georgia
US1GAFL0007 34.2109 -85.1491 Floyd_County Georgia
US1GAFL0008 34.2224 -85.1532 Rome Floyd_County
US1GAFL0009 34.4289 -85.1001 Floyd_County Georgia
US1GAFL0011 34.2894 -85.2520 Rome Floyd_County
US1GAFL0013 34.0850 -85.3379 Floyd_County Georgia
US1GAFN0001 34.9166 -84.4764 Fannin_County Georgia
US1GAFN0002 34.7089 -84.2206 Fannin_County Georgia
US1GAFN0003 34.9653 -84.4695 Fannin_County Georgia
US1GAFN0004 34.8684 -84.1422 Fannin_County Georgia
US1GAFN0005 34.8775 -84.4215 Fannin_County Georgia
US1GAFN0007 34.8344 -84.2185 Fannin_County Georgia
US1GAFR0001 34.2917 -83.3236 Franklin_County Georgia
US1GAFR0002 34.4113 -83.2966 Franklin_County Georgia
US1GAFR0003 34.2915 -83.2131 Franklin_County Georgia
US1GAFR0004 34.4337 -83.1376 Franklin_County Georgia
US1GAFR0006 34.2742 -83.1781 Franklin_County Georgia
US1GAFR0007 34.2922 -83.1854 Franklin_County Georgia
US1GAFR0008 34.4408 -83.1071 Lavonia Franklin_County
US1GAFR0009 34.4083 -83.3223 Franklin_County Georgia
US1GAFR0011 34.3238 -83.3587 Franklin_County Georgia
US1GAFS0001 34.2564 -84.2003 Forsyth_County Georgia
US1GAFS0003 34.2450 -84.0029 Forsyth_County Georgia
US1GAFS0005 34.2066 -84.0737 Forsyth_County Georgia
US1GAFS0011 34.1316 -84.1690 Forsyth_County Georgia
US1GAFS0013 34.2231 -84.2469 Forsyth_County Georgia
US1GAFS0015 34.1331 -84.1382 Forsyth_County Georgia
US1GAFS0020 34.1659 -84.1164 Forsyth_County Georgia
US1GAFT0002 33.8416 -84.3581 Atlanta Fulton_County
US1GAFT0003 34.0632 -84.2296 Alpharetta Ocee
US1GAFT0005 33.8164 -84.4173 Atlanta Fulton_County
US1GAFT0006 34.0431 -84.3701 North_Point Roswell
US1GAFT0009 34.0796 -84.2833 Lake_Union_Hill Alpharetta
US1GAFT0010 34.0258 -84.1934 Johns_Creek Warsaw
US1GAFT0011 33.5708 -84.5914 Fireside Fairburn
US1GAFT0012 33.7971 -84.4134 Berkeley_Park Atlanta
US1GAFT0018 33.5601 -84.6998 Chattahoochee_Hills Fulton_County
US1GAFT0019 33.7014 -84.5722 Fulton_County Georgia
US1GAFT0020 34.0361 -84.2987 Roswell Fulton_County
US1GAFT0022 34.0511 -84.3623 North_Point Roswell
US1GAFT0024 33.7881 -84.3966 Home_Park Atlanta
US1GAFT0027 34.1522 -84.2917 Milton Fulton_County
US1GAFT0030 33.9770 -84.3400 Sandy_Springs Fulton_County
US1GAFT0031 34.0259 -84.3050 Roswell Fulton_County
US1GAFT0033 33.9966 -84.2881 Roswell Fulton_County
US1GAFT0036 33.9980 -84.3602 Sandy_Springs Fulton_County
US1GAFT0037 33.7171 -84.4211 Capitol_View Atlanta
US1GAFT0042 33.7869 -84.3518 Virginia_Highlands Atlanta
US1GAFY0001 33.3269 -84.4236 Fayette_County Georgia
US1GAFY0004 33.3120 -84.5138 Fayette_County Georgia
US1GAFY0005 33.3858 -84.5518 Peachtree_City Fayette_County
US1GAFY0007 33.4031 -84.4342 Fayette_County Georgia
US1GAFY0008 33.4660 -84.4663 Fayette_County Georgia
US1GAFY0009 33.3766 -84.5500 Peachtree_City Fayette_County
US1GAFY0012 33.3570 -84.5151 Fayette_County Georgia
US1GAFY0013 33.4382 -84.4623 Fenwyck Fayetteville
US1GAFY0014 33.4694 -84.5793 Tyrone Fayette_County
US1GAFY0015 33.3531 -84.5254 Fayette_County Georgia
US1GAFY0016 33.3567 -84.5433 Peachtree_City Fayette_County
US1GAFY0017 33.3676 -84.5291 Peachtree_City Fayette_County
US1GAFY0018 33.3767 -84.5560 Peachtree_City Fayette_County
US1GAFY0024 33.4192 -84.5626 Peachtree_City Aberdeen
US1GAFY0026 33.4060 -84.5700 Peachtree_City Aberdeen
US1GAGD0001 34.5633 -84.9878 Gordon_County Georgia
US1GAGD0002 34.4616 -84.9875 Gordon_County Georgia
US1GAGD0003 34.5844 -85.0508 Gordon_County Georgia
US1GAGD0004 34.4729 -84.9151 Gordon_County Georgia
US1GAGE0001 33.4145 -83.2168 Greene_County Georgia
US1GAGE0002 33.5513 -83.2879 Greene_County Georgia
US1GAGM0002 34.6721 -84.2744 Gilmer_County Georgia
US1GAGM0003 34.7454 -84.4108 Gilmer_County Georgia
US1GAGM0004 34.7951 -84.6053 Gilmer_County Georgia
US1GAGM0005 34.6633 -84.5246 Gilmer_County Georgia
US1GAGM0007 34.6803 -84.2854 Gilmer_County Georgia
US1GAGM0008 34.6668 -84.5329 Gilmer_County Georgia
US1GAGN0003 31.2773 -81.4791 Glynn_County Georgia
US1GAGN0005 31.1641 -81.3964 Saint_Simons Glynn_County
US1GAGN0007 31.0702 -81.4104 Glynn_County Georgia
US1GAGN0008 31.1672 -81.4958 McIntyre_Court Brunswick
US1GAGW0001 34.0942 -83.8749 Gwinnett_County Georgia
US1GAGW0002 33.9898 -84.0412 Gwinnett_County Georgia
US1GAGW0003 33.8614 -84.0280 Williams_Place Snellville
US1GAGW0005 33.8781 -84.1308 Arrowind Lilburn
US1GAGW0006 34.0799 -83.9313 Gwinnett_County Georgia
US1GAGW0008 34.0536 -84.0972 Abbey_Hill Gwinnett_County
US1GAGW0012 33.8787 -84.0476 Williams_Place Gwinnett_County
US1GAGW0013 33.9789 -84.0296 Gwinnett_County Georgia
US1GAGW0014 34.0904 -84.1013 Gwinnett_County Georgia
US1GAGW0016 33.8996 -84.0349 Gwinnett_County Georgia
US1GAGW0017 34.0148 -83.8968 Gwinnett_County Georgia
US1GAGW0019 33.8427 -84.0329 Gwinnett_County Georgia
US1GAGW0021 34.0161 -83.9168 Gwinnett_County Georgia
US1GAGW0022 34.1496 -84.0633 Gwinnett_County Georgia
US1GAGW0023 33.9572 -83.9024 Gwinnett_County Georgia
US1GAGW0024 33.8885 -84.0998 Gwinnett_County Georgia
US1GAGW0027 34.0473 -84.0772 Abbey_Hill Suwanee
US1GAGW0029 33.9534 -83.8571 Gwinnett_County Georgia
US1GAGW0030 33.8355 -83.9971 Snellville Gwinnett_County
US1GAGW0031 33.7974 -84.0470 Gwinnett_County Georgia
US1GAGW0032 33.9719 -84.0695 Gwinnett_County Georgia
US1GAGW0033 34.0079 -84.1377 Rogers_Mill Duluth
US1GAGW0039 33.9498 -83.8297 Gwinnett_County Georgia
US1GAGW0040 34.0794 -83.9811 Woodbriar_East Gwinnett_County
US1GAGW0042 33.8537 -84.1205 Gwinnett_County Georgia
US1GAGW0043 33.9857 -84.2214 Howell_Wood Gwinnett_County
US1GAGW0044 33.8528 -84.1405 Mountain_Park Gwinnett_County
US1GAGY0002 31.0074 -84.2467 Grady_County Georgia
US1GAGY0003 30.8598 -84.1474 Grady_County Georgia
US1GAHB0001 34.6357 -83.5899 Habersham_County Georgia
US1GAHB0002 34.7122 -83.4398 Habersham_County Georgia
US1GAHB0003 34.7631 -83.6004 Habersham_County Georgia
US1GAHB0004 34.6880 -83.5568 Habersham_County Georgia
US1GAHB0005 34.7742 -83.5800 Habersham_County Georgia
US1GAHB0006 34.7378 -83.5796 Habersham_County Georgia
US1GAHB0007 34.6114 -83.6398 Habersham_County Georgia
US1GAHB0009 34.6951 -83.6343 Habersham_County Georgia
US1GAHB0011 34.7182 -83.6042 Habersham_County Georgia
US1GAHB0015 34.5392 -83.5026 Habersham_County Georgia
US1GAHL0001 34.1698 -83.9261 Spout_Spring_Crossroads Hall_County
US1GAHL0002 34.3806 -83.8707 Hall_County Georgia
US1GAHL0003 34.4635 -83.7666 Hall_County Georgia
US1GAHL0004 34.1382 -83.8985 Flowery_Branch Hall_County
US1GAHL0005 34.2664 -83.7251 Hall_County Georgia
US1GAHL0006 34.3764 -83.8732 Hall_County Georgia
US1GAHL0007 34.3415 -83.9087 Hall_County Georgia
US1GAHL0008 34.3690 -83.6967 Hall_County Georgia
US1GAHL0010 34.2182 -83.8659 Blackshear_Place Hall_County
US1GAHL0011 34.2857 -83.8908 Gainesville Hall_County
US1GAHN0004 33.7301 -85.1935 Haralson_County Georgia
US1GAHR0002 32.8375 -84.8157 Franklin_D_Roosevelt_State_Park Harris_County
US1GAHR0005 32.6217 -84.9232 Harris_County Georgia
US1GAHS0001 32.5852 -83.7182 Houston_County Georgia
US1GAHS0002 32.4495 -83.7262 Perry Houston_County
US1GAHS0003 32.6119 -83.6359 Hunters_Ridge Warner_Robins
US1GAHS0006 32.6026 -83.6377 Hunters_Ridge Warner_Robins
US1GAHS0009 32.5653 -83.6316 Houston_County Georgia
US1GAHS0010 32.6006 -83.6473 Hunters_Ridge Warner_Robins
US1GAHS0011 32.3640 -83.5958 Houston_County Georgia
US1GAHS0012 32.4727 -83.7288 Perry Houston_County
US1GAHS0014 32.5751 -83.6951 Warner_Robins Houston_County
US1GAHS0015 32.4441 -83.6915 Houston_County Georgia
US1GAHS0016 32.5256 -83.6312 Houston_County Georgia
US1GAHS0017 32.4453 -83.6740 Houston_County Georgia
US1GAHS0019 32.6326 -83.6181 Warner_Robins Houston_County
US1GAHT0001 34.3807 -82.9073 Hart_County Georgia
US1GAHT0002 34.4041 -83.0081 Hart_County Georgia
US1GAHY0001 33.5404 -84.0709 Henry_County Georgia
US1GAHY0003 33.4668 -84.1665 McDonough Henry_County
US1GAHY0005 33.5918 -84.1677 Henry_County Georgia
US1GAHY0006 33.5880 -84.1964 Henry_County Georgia
US1GAHY0007 33.6381 -84.2566 Henry_County Georgia
US1GAHY0008 33.4773 -84.0334 Henry_County Georgia
US1GAHY0009 33.5422 -84.1891 Henry_County Georgia
US1GAHY0010 33.4784 -83.9671 Henry_County Georgia
US1GAHY0011 33.3939 -84.2378 Henry_County Georgia
US1GAHY0013 33.4873 -84.2326 Henry_County Georgia
US1GAHY0014 33.3308 -84.0499 Henry_County Georgia
US1GAHY0015 33.5239 -84.1347 Henry_County Georgia
US1GAHY0016 33.4177 -84.0717 Henry_County Georgia
US1GAHY0017 33.4050 -84.0497 Henry_County Georgia
US1GAHY0018 33.5404 -84.0708 Henry_County Georgia
US1GAHY0019 33.4229 -84.2908 Henry_County Georgia
US1GAJC0003 34.0529 -83.4253 Jackson_County Georgia
US1GAJC0004 34.1332 -83.7522 Jackson_County Georgia
US1GAJC0005 34.0465 -83.5406 Jackson_County Georgia
US1GAJC0006 34.1122 -83.4284 Nicholson Jackson_County
US1GAJC0007 34.0701 -83.7183 Jackson_County Georgia
US1GAJC0008 34.1909 -83.4658 Commerce Jackson_County
US1GAJC0009 34.1982 -83.4656 Commerce Jackson_County
US1GAJC0012 34.0174 -83.4276 Jackson_County Georgia
US1GAJC0016 34.1160 -83.5774 Jefferson Jackson_County
US1GAJC0017 34.1101 -83.7957 Braselton Jackson_County
US1GAJC0019 34.1633 -83.7173 Jackson_County Georgia
US1GAJH0001 32.7170 -82.8040 Johnson_County Georgia
US1GAJN0002 32.9749 -83.6588 Jones_County Georgia
US1GAJN0003 33.0709 -83.4275 Jones_County Georgia
US1GAJN0006 32.8766 -83.5492 Jones_County Georgia
US1GALB0004 31.8180 -81.3744 Liberty_County Georgia
US1GALB0006 31.8347 -81.3749 Liberty_County Georgia
US1GALB0009 31.8675 -81.5787 Hinesville Liberty_County
US1GALE0001 31.7567 -84.2736 Lee_County Georgia
US1GALE0002 31.6294 -84.2253 Pointe_North Lee_County
US1GALG0001 31.7853 -81.6838 Long_County Georgia
US1GALN0001 31.1319 -83.1354 Lanier_County Georgia
US1GALP0001 34.6065 -84.0583 Lumpkin_County Georgia
US1GALR0001 32.4642 -82.9861 Laurens_County Georgia
US1GALR0003 32.2827 -82.9046 Laurens_County Georgia
US1GALR0004 32.4212 -82.7164 Laurens_County Georgia
US1GALR0007 32.4952 -82.9933 Laurens_County Georgia
US1GALW0001 30.9496 -83.3338 Lowndes_County Georgia
US1GALW0003 30.8585 -83.2848 Joree_Springs Valdosta
US1GALW0004 30.6830 -83.2360 Lowndes_County Georgia
US1GALW0005 30.8112 -83.3432 Lowndes_County Georgia
US1GALW0007 30.8302 -83.3553 Lowndes_County Georgia
US1GALW0008 30.8859 -83.2979 Eager Valdosta
US1GALW0010 30.8770 -83.2823 Joree_Springs Valdosta
US1GALW0011 30.8669 -83.3099 Valdosta Lowndes_County
US1GALW0012 30.8251 -83.2659 Jackson Valdosta
US1GALW0013 30.8456 -83.2779 Forrest_Place Valdosta
US1GALW0014 30.8869 -83.2588 Joree_Springs Valdosta
US1GALW0015 30.8446 -83.3179 Provident Valdosta
US1GALW0016 30.9048 -83.3015 Valdosta Lowndes_County
US1GALW0017 30.8043 -83.2771 Azalea_City_Industrial_Park Jackson
US1GALW0018 30.9145 -83.2522 Valdosta Lowndes_County
US1GALW0019 30.8474 -83.3292 Valdosta Troupville
US1GALW0020 30.7182 -83.2714 Lowndes_County Georgia
US1GAMA0001 34.1095 -83.1024 Madison_County Georgia
US1GAMA0002 34.0536 -83.1231 Comer Madison_County
US1GAMA0003 34.0853 -83.2056 Madison_County Georgia
US1GAMA0004 34.0751 -83.0070 Madison_County Georgia
US1GAMA0005 34.0841 -83.1874 Madison_County Georgia
US1GAMA0006 34.0525 -83.1340 Comer Madison_County
US1GAMA0007 34.1173 -83.2267 Madison_County Georgia
US1GAMA0008 34.1236 -83.3355 Madison_County Georgia
US1GAMA0009 34.1976 -83.4016 Madison_County Georgia
US1GAMA0010 34.0642 -83.3710 Madison_County Georgia
US1GAMA0011 34.1556 -83.0851 Madison_County Georgia
US1GAMA0012 34.1113 -83.1736 Madison_County Georgia
US1GAMA0013 34.0714 -83.1374 Comer Madison_County
US1GAMA0015 34.1236 -83.2222 Danielsville Madison_County
US1GAMA0016 34.0603 -83.3657 Madison_County Georgia
US1GAMA0018 34.1559 -83.1278 Madison_County Georgia
US1GAMA0019 34.1778 -83.1312 Madison_County Georgia
US1GAMA0022 34.0565 -83.2964 Madison_County Georgia
US1GAMD0001 33.4293 -82.5026 McDuffie_County Georgia
US1GAMD0002 33.4014 -82.3753 McDuffie_County Georgia
US1GAMG0001 33.4781 -83.3095 Morgan_County Georgia
US1GAMI0001 31.6116 -81.3034 McIntosh_County Georgia
US1GAMI0002 31.4259 -81.2580 McIntosh_County Georgia
US1GAMI0003 31.4247 -81.3958 McIntosh_County Georgia
US1GAMI0004 31.4039 -81.4044 McIntosh_County Georgia
US1GAMI0005 31.5723 -81.3606 McIntosh_County Georgia
US1GAMI0008 31.3728 -81.4006 McIntosh_County Georgia
US1GAML0001 31.2517 -84.6090 Miller_County Georgia
US1GAMN0001 32.9186 -83.8154 Monroe_County Georgia
US1GAMN0003 33.1167 -83.9736 Monroe_County Georgia
US1GAMN0004 33.1553 -83.8222 Monroe_County Georgia
US1GAMN0006 33.1180 -83.9898 Monroe_County Georgia
US1GAMN0007 33.0363 -83.9593 Forsyth Monroe_County
US1GAMN0010 32.9143 -83.9416 Monroe_County Georgia
US1GAMS0004 32.5312 -84.9386 Wayne_Terrace Columbus
US1GAMT0002 31.1222 -84.3350 Mitchell_County Georgia
US1GAMT0003 31.1132 -84.3357 Mitchell_County Georgia
US1GAMT0005 31.2855 -84.1239 Mitchell_County Georgia
US1GAMT0007 31.2101 -84.2201 Camilla Mitchell_County
US1GAMT0008 31.0852 -84.1596 Mitchell_County Georgia
US1GAMT0009 31.4276 -84.1060 Mitchell_County Georgia
US1GAMW0001 32.8809 -84.5637 Meriwether_County Georgia
US1GAMW0002 33.2184 -84.7097 Meriwether_County Georgia
US1GAMW0003 33.1085 -84.7807 Meriwether_County Georgia
US1GAMW0004 32.8569 -84.6965 Meriwether_County Georgia
US1GAMW0005 33.0173 -84.7275 Greenville Meriwether_County
US1GAMW0006 32.8895 -84.6729 Warm_Springs Meriwether_County
US1GANW0001 33.5748 -83.8775 Newton_County Georgia
US1GANW0002 33.6903 -83.8732 Newton_County Georgia
US1GANW0004 33.5008 -83.9283 Newton_County Georgia
US1GAOC0001 33.8844 -83.3914 Oconee_County Georgia
US1GAOC0002 33.8999 -83.4330 Oconee_County Georgia
US1GAOC0003 33.7768 -83.3889 Oconee_County Georgia
US1GAOC0004 33.9107 -83.4730 Oconee_County Georgia
US1GAOC0005 33.8366 -83.4826 Oconee_County Georgia
US1GAOC0009 33.8701 -83.3823 Oconee_County Georgia
US1GAOC0010 33.7272 -83.3381 Oconee_County Georgia
US1GAOC0012 33.9124 -83.4804 Oconee_County Georgia
US1GAOC0014 33.7994 -83.4776 Oconee_County Georgia
US1GAOC0015 33.8817 -83.5090 Oconee_County Georgia
US1GAOG0002 33.8943 -82.9257 Oglethorpe_County Georgia
US1GAOG0003 33.9865 -83.1814 Oglethorpe_County Georgia
US1GAOG0004 33.8858 -83.2282 Oglethorpe_County Georgia
US1GAOG0005 33.9055 -83.2180 Arnoldsville Oglethorpe_County
US1GAOG0006 33.8065 -83.1920 Oglethorpe_County Georgia
US1GAOG0007 33.9404 -83.0659 Oglethorpe_County Georgia
US1GAOG0009 33.8911 -83.1589 Oglethorpe_County Georgia
US1GAOG0010 33.8443 -83.0211 Oglethorpe_County Georgia
US1GAOG0012 33.8601 -83.2418 Oglethorpe_County Georgia
US1GAOG0014 33.8329 -82.9785 Oglethorpe_County Georgia
US1GAOG0015 33.9995 -83.1847 Oglethorpe_County Georgia
US1GAOG0018 33.8837 -83.1247 Oglethorpe_County Georgia
US1GAOG0020 33.9781 -83.2233 Oglethorpe_County Georgia
US1GAOG0021 34.0186 -83.0234 Oglethorpe_County Georgia
US1GAOG0023 33.9655 -83.2126 Oglethorpe_County Georgia
US1GAOG0025 33.9837 -83.1378 Oglethorpe_County Georgia
US1GAOG0026 33.8851 -82.9910 Oglethorpe_County Georgia
US1GAPC0001 34.4715 -84.4185 Jasper Pickens_County
US1GAPC0007 34.4506 -84.2923 Pickens_County Georgia
US1GAPC0008 34.4511 -84.2592 Pickens_County Georgia
US1GAPE0001 32.5514 -83.8771 Peach_Valley Fort_Valley
US1GAPE0003 32.6086 -83.7560 Byron Peach_County
US1GAPG0001 33.9420 -84.7431 Paulding_County Georgia
US1GAPG0003 33.9554 -84.8314 Mount_Tabor_Trace Paulding_County
US1GAPG0005 33.8988 -84.7553 Paulding_County Georgia
US1GAPG0008 33.8751 -85.0122 Paulding_County Georgia
US1GAPG0012 33.8246 -84.9956 Paulding_County Georgia
US1GAPG0013 33.7992 -84.8367 Paulding_County Georgia
US1GAPK0002 33.1017 -84.3464 Zebulon Pike_County
US1GAPL0001 33.9921 -85.2990 Polk_County Georgia
US1GAPL0003 33.9858 -85.2247 Polk_County Georgia
US1GAPL0004 34.0285 -85.2384 Polk_County Georgia
US1GAPL0005 33.9550 -85.2840 Polk_County Georgia
US1GAPT0002 33.3256 -83.2673 Putnam_County Georgia
US1GARB0001 34.9904 -83.3030 Rabun_County Georgia
US1GARB0004 34.9415 -83.4178 Rabun_County Georgia
US1GARB0005 34.9842 -83.3917 Rabun_County Georgia
US1GARB0006 34.9606 -83.4056 Rabun_County Georgia
US1GARB0007 34.9232 -83.4235 Rabun_County Georgia
US1GARB0009 34.8794 -83.5511 Rabun_County Georgia
US1GARC0001 33.4566 -81.9543 Eastview Richmond_County
US1GARC0002 33.4758 -81.9654 Richmond_County Georgia
US1GARC0003 33.4771 -82.0696 Richmond_County Georgia
US1GARC0005 33.3426 -82.0505 Richmond_County Georgia
US1GARK0001 33.6064 -84.0139 Rockdale_County Georgia
US1GASM0002 30.7844 -84.8670 Seminole_County Georgia
US1GASP0001 33.1935 -84.3168 Spalding_County Georgia
US1GASP0002 33.3272 -84.3116 Spalding_County Georgia
US1GASP0003 33.2390 -84.2641 Griffin Spalding_County
US1GASP0004 33.2861 -84.3238 Spalding_County Georgia
US1GASP0005 33.1992 -84.2708 Spalding_County Georgia
US1GASP0006 33.2455 -84.1786 Spalding_County Georgia
US1GASR0001 32.0675 -84.2225 Americus Sumter_County
US1GASR0003 32.0306 -84.2462 Sumter_County Georgia
US1GAST0001 34.5220 -83.3729 Stephens_County Georgia
US1GAST0003 34.6148 -83.3578 Toccoa Stephens_County
US1GASV0001 32.7187 -81.6995 Screven_County Georgia
US1GASV0002 32.7325 -81.5323 Screven_County Georgia
US1GASV0003 32.7494 -81.6523 Sylvania Screven_County
US1GASV0005 32.5823 -81.5032 Newington Screven_County
US1GASY0001 32.3448 -84.3693 Schley_County Georgia
US1GASY0003 32.2544 -84.2347 Schley_County Georgia
US1GATF0002 31.5452 -83.4989 Tift_County Georgia
US1GATF0003 31.4744 -83.4893 Tifton Tift_County
US1GATF0005 31.4122 -83.5782 Tift_County Georgia
US1GATF0006 31.4615 -83.4178 Tift_County Georgia
US1GATF0007 31.4771 -83.4791 Tift_County Georgia
US1GATG0001 32.6016 -83.3032 Twiggs_County Georgia
US1GATH0001 30.9674 -83.8875 Thomas_County Georgia
US1GATH0002 30.8376 -83.9313 Thomas_County Georgia
US1GATH0004 30.8176 -83.8965 Thomas_County Georgia
US1GATH0005 30.8403 -83.8033 Thomas_County Georgia
US1GATH0008 30.8639 -83.8912 Thomas_County Georgia
US1GATL0001 31.7179 -84.3506 Sasser Terrell_County
US1GATP0001 32.9735 -84.8698 Troup_County Georgia
US1GATP0002 32.9542 -84.9976 Troup_County Georgia
US1GATP0003 33.0572 -85.0273 Riverview La_Grange
US1GATP0004 33.0653 -85.0028 La_Grange Troup_County
US1GATP0005 33.0498 -85.1291 Troup_County Georgia
US1GATP0006 33.0266 -85.0664 La_Grange Lees_Crossing
US1GATP0007 33.1300 -84.9557 Troup_County Georgia
US1GATW0001 34.8903 -83.7087 Towns_County Georgia
US1GATY0001 32.6618 -84.3091 Taylor_County Georgia
US1GATY0002 32.4583 -84.2237 Taylor_County Georgia
US1GAUN0001 34.8697 -83.8768 Union_County Georgia
US1GAUN0002 34.7866 -83.8960 Union_County Georgia
US1GAUN0003 34.9716 -84.1162 Union_County Georgia
